alpha,H,He,Mg,Si,O,Mg_1,O_1,Si_2,O_2,amu/ion,thetaK_Mg,thetaTilt_Mg,thetaM_Mg,thetaN_Mg,3dK_Mg,3dTilt_Mg,3dM_Mg,3dN_Mg,energyK_Mg,energyE_Mg,thetaK_O,thetaTilt_O,thetaM_O,thetaN_O,3dK_O,3dTilt_O,3dM_O,3dN_O,energyK_O,energyE_O,thetaK_Si,thetaTilt_Si,thetaM_Si,thetaN_Si,3dK_Si,3dTilt_Si,3dM_Si,3dN_Si,energyK_Si,energyE_Si
5.300E+01,0.000E+00,0.000E+00,1.604E-02,0.000E+00,0.000E+00,6.318E-04,6.960E-04,8.310E-03,3.240E-02,1.169E+00,1.666E+00,-4.059E-01,4.835E+00,1.951E+00,4.935E+00,2.511E-01,1.000E+00,1.000E+00,2.022E-01,1.814E+00,1.653E+00,-4.288E-01,4.991E+00,2.062E+00,4.935E+00,2.840E-01,1.000E+00,1.000E+00,9.924E-02,3.511E+00,1.719E+00,-6.779E-01,9.590E+00,1.775E+00,4.935E+00,4.067E-01,1.000E+00,1.000E+00,4.566E-02,5.809E+00
5.400E+01,0.000E+00,0.000E+00,1.655E-02,0.000E+00,0.000E+00,6.074E-04,6.846E-04,8.584E-03,3.346E-02,1.205E+00,1.671E+00,-4.258E-01,5.165E+00,1.910E+00,4.935E+00,2.550E-01,1.000E+00,1.000E+00,2.017E-01,1.817E+00,1.653E+00,-4.344E-01,5.085E+00,2.054E+00,4.935E+00,2.883E-01,1.000E+00,1.000E+00,9.959E-02,3.500E+00,1.699E+00,-6.675E-01,9.303E+00,1.856E+00,4.935E+00,4.151E-01,1.000E+00,1.000E+00,4.536E-02,5.837E+00
5.500E+01,0.000E+00,0.000E+00,1.742E-02,0.000E+00,0.000E+00,8.506E-04,8.569E-04,9.098E-03,3.534E-02,1.280E+00,1.642E+00,-4.123E-01,4.985E+00,2.057E+00,4.935E+00,2.617E-01,1.000E+00,1.000E+00,2.012E-01,1.821E+00,1.647E+00,-4.391E-01,5.280E+00,2.049E+00,4.935E+00,2.852E-01,1.000E+00,1.000E+00,9.923E-02,3.511E+00,1.670E+00,-6.746E-01,1.005E+01,1.930E+00,4.935E+00,4.169E-01,1.000E+00,1.000E+00,4.526E-02,5.847E+00
5.600E+01,0.000E+00,0.000E+00,1.786E-02,0.000E+00,0.000E+00,9.722E-04,9.431E-04,9.354E-03,3.629E-02,1.317E+00,1.629E+00,-4.055E-01,4.895E+00,2.130E+00,4.935E+00,2.650E-01,1.000E+00,1.000E+00,2.010E-01,1.822E+00,1.645E+00,-4.415E-01,5.378E+00,2.047E+00,4.935E+00,2.836E-01,1.000E+00,1.000E+00,9.905E-02,3.516E+00,1.657E+00,-6.782E-01,1.042E+01,1.967E+00,4.935E+00,4.177E-01,1.000E+00,1.000E+00,4.520E-02,5.852E+00
5.700E+01,0.000E+00,0.000E+00,1.830E-02,0.000E+00,0.000E+00,1.094E-03,1.029E-03,9.611E-03,3.723E-02,1.354E+00,1.617E+00,-3.988E-01,4.806E+00,2.204E+00,4.935E+00,2.684E-01,1.000E+00,1.000E+00,2.008E-01,1.824E+00,1.642E+00,-4.438E-01,5.476E+00,2.045E+00,4.935E+00,2.821E-01,1.000E+00,1.000E+00,9.887E-02,3.522E+00,1.643E+00,-6.817E-01,1.079E+01,2.005E+00,4.935E+00,4.186E-01,1.000E+00,1.000E+00,4.515E-02,5.857E+00
5.800E+01,0.000E+00,0.000E+00,1.907E-02,0.000E+00,0.000E+00,1.700E-03,1.563E-03,1.033E-02,3.965E-02,1.455E+00,1.605E+00,-3.911E-01,4.745E+00,2.263E+00,4.935E+00,2.652E-01,1.000E+00,1.000E+00,2.007E-01,1.825E+00,1.631E+00,-4.670E-01,6.230E+00,2.017E+00,4.935E+00,2.828E-01,1.000E+00,1.000E+00,9.844E-02,3.535E+00,1.647E+00,-6.857E-01,1.063E+01,2.014E+00,4.935E+00,4.137E-01,1.000E+00,1.000E+00,4.548E-02,5.826E+00
5.900E+01,0.000E+00,0.000E+00,1.946E-02,0.000E+00,0.000E+00,2.003E-03,1.829E-03,1.069E-02,4.087E-02,1.505E+00,1.599E+00,-3.873E-01,4.715E+00,2.292E+00,4.935E+00,2.636E-01,1.000E+00,1.000E+00,2.007E-01,1.825E+00,1.627E+00,-4.786E-01,6.608E+00,2.003E+00,4.935E+00,2.832E-01,1.000E+00,1.000E+00,9.822E-02,3.541E+00,1.648E+00,-6.877E-01,1.054E+01,2.019E+00,4.935E+00,4.112E-01,1.000E+00,1.000E+00,4.564E-02,5.811E+00
6.000E+01,0.000E+00,0.000E+00,1.984E-02,0.000E+00,0.000E+00,2.307E-03,2.096E-03,1.104E-02,4.208E-02,1.555E+00,1.594E+00,-3.835E-01,4.685E+00,2.321E+00,4.935E+00,2.621E-01,1.000E+00,1.000E+00,2.007E-01,1.825E+00,1.624E+00,-4.902E-01,6.985E+00,1.989E+00,4.935E+00,2.835E-01,1.000E+00,1.000E+00,9.800E-02,3.548E+00,1.650E+00,-6.896E-01,1.046E+01,2.024E+00,4.935E+00,4.088E-01,1.000E+00,1.000E+00,4.581E-02,5.795E+00
6.100E+01,0.000E+00,0.000E+00,2.096E-02,0.000E+00,0.000E+00,3.000E-03,2.637E-03,1.195E-02,4.511E-02,1.682E+00,1.583E+00,-4.350E-01,6.196E+00,2.160E+00,4.935E+00,2.641E-01,1.000E+00,1.000E+00,1.989E-01,1.839E+00,1.615E+00,-5.040E-01,7.588E+00,1.977E+00,4.935E+00,2.856E-01,1.000E+00,1.000E+00,9.729E-02,3.570E+00,1.641E+00,-6.992E-01,1.044E+01,2.093E+00,4.935E+00,4.326E-01,1.000E+00,1.000E+00,4.542E-02,5.832E+00
6.200E+01,0.000E+00,0.000E+00,2.152E-02,0.000E+00,0.000E+00,3.347E-03,2.907E-03,1.240E-02,4.663E-02,1.746E+00,1.587E+00,-4.608E-01,6.952E+00,2.080E+00,4.935E+00,2.651E-01,1.000E+00,1.000E+00,1.980E-01,1.846E+00,1.612E+00,-5.108E-01,7.889E+00,1.971E+00,4.935E+00,2.866E-01,1.000E+00,1.000E+00,9.694E-02,3.580E+00,1.637E+00,-7.039E-01,1.042E+01,2.128E+00,4.935E+00,4.445E-01,1.000E+00,1.000E+00,4.523E-02,5.850E+00
6.300E+01,0.000E+00,0.000E+00,2.207E-02,0.000E+00,0.000E+00,3.694E-03,3.178E-03,1.286E-02,4.814E-02,1.809E+00,1.595E+00,-4.866E-01,7.708E+00,1.999E+00,4.935E+00,2.662E-01,1.000E+00,1.000E+00,1.971E-01,1.853E+00,1.609E+00,-5.177E-01,8.190E+00,1.965E+00,4.935E+00,2.876E-01,1.000E+00,1.000E+00,9.659E-02,3.591E+00,1.632E+00,-7.087E-01,1.041E+01,2.163E+00,4.935E+00,4.564E-01,1.000E+00,1.000E+00,4.503E-02,5.868E+00
6.400E+01,0.000E+00,0.000E+00,2.295E-02,0.000E+00,0.000E+00,4.813E-03,4.150E-03,1.372E-02,5.105E-02,1.944E+00,1.570E+00,-5.589E-01,1.194E+01,1.875E+00,4.907E+00,2.777E-01,1.029E+00,1.000E+00,1.925E-01,1.892E+00,1.587E+00,-5.227E-01,8.594E+00,2.033E+00,4.922E+00,2.941E-01,1.014E+00,1.000E+00,9.587E-02,3.614E+00,1.595E+00,-7.184E-01,1.162E+01,2.269E+00,4.935E+00,4.674E-01,1.000E+00,1.000E+00,4.429E-02,5.942E+00
6.500E+01,0.000E+00,0.000E+00,2.338E-02,0.000E+00,0.000E+00,5.373E-03,4.637E-03,1.416E-02,5.251E-02,2.011E+00,1.575E+00,-5.951E-01,1.405E+01,1.813E+00,4.894E+00,2.834E-01,1.044E+00,1.000E+00,1.902E-01,1.911E+00,1.577E+00,-5.252E-01,8.796E+00,2.067E+00,4.915E+00,2.973E-01,1.021E+00,1.000E+00,9.551E-02,3.625E+00,1.578E+00,-7.233E-01,1.222E+01,2.322E+00,4.935E+00,4.729E-01,1.000E+00,1.000E+00,4.391E-02,5.978E+00
6.600E+01,0.000E+00,0.000E+00,2.382E-02,0.000E+00,0.000E+00,5.933E-03,5.123E-03,1.459E-02,5.396E-02,2.079E+00,1.586E+00,-6.313E-01,1.617E+01,1.751E+00,4.881E+00,2.892E-01,1.058E+00,1.000E+00,1.879E-01,1.930E+00,1.566E+00,-5.277E-01,8.998E+00,2.101E+00,4.909E+00,3.005E-01,1.028E+00,1.000E+00,9.515E-02,3.637E+00,1.561E+00,-7.281E-01,1.282E+01,2.375E+00,4.935E+00,4.784E-01,1.000E+00,1.000E+00,4.354E-02,6.015E+00
6.700E+01,0.000E+00,0.000E+00,2.592E-02,0.000E+00,0.000E+00,6.432E-03,5.634E-03,1.594E-02,5.829E-02,2.257E+00,1.544E+00,-6.233E-01,1.703E+01,1.863E+00,4.846E+00,2.912E-01,1.097E+00,1.000E+00,1.896E-01,1.916E+00,1.547E+00,-5.718E-01,1.212E+01,2.013E+00,4.903E+00,3.042E-01,1.033E+00,1.000E+00,9.559E-02,3.622E+00,1.532E+00,-7.710E-01,1.741E+01,2.349E+00,4.926E+00,4.874E-01,1.010E+00,1.000E+00,4.327E-02,6.042E+00
6.800E+01,0.000E+00,0.000E+00,2.697E-02,0.000E+00,0.000E+00,6.682E-03,5.890E-03,1.661E-02,6.045E-02,2.345E+00,1.524E+00,-6.194E-01,1.746E+01,1.920E+00,4.829E+00,2.922E-01,1.116E+00,1.000E+00,1.904E-01,1.909E+00,1.545E+00,-5.939E-01,1.368E+01,1.969E+00,4.901E+00,3.060E-01,1.036E+00,1.000E+00,9.582E-02,3.615E+00,1.524E+00,-7.924E-01,1.971E+01,2.335E+00,4.921E+00,4.919E-01,1.015E+00,1.000E+00,4.313E-02,6.056E+00
6.900E+01,0.000E+00,0.000E+00,2.802E-02,0.000E+00,0.000E+00,6.932E-03,6.146E-03,1.729E-02,6.262E-02,2.434E+00,1.504E+00,-6.154E-01,1.789E+01,1.976E+00,4.813E+00,2.932E-01,1.135E+00,1.000E+00,1.912E-01,1.902E+00,1.547E+00,-6.159E-01,1.524E+01,1.925E+00,4.898E+00,3.079E-01,1.039E+00,1.000E+00,9.604E-02,3.608E+00,1.519E+00,-8.138E-01,2.201E+01,2.322E+00,4.917E+00,4.964E-01,1.019E+00,1.000E+00,4.300E-02,6.070E+00
7.000E+01,0.000E+00,0.000E+00,2.938E-02,0.000E+00,0.000E+00,8.571E-03,7.510E-03,1.883E-02,6.756E-02,2.652E+00,1.468E+00,-6.010E-01,1.736E+01,2.134E+00,4.779E+00,3.025E-01,1.175E+00,1.000E+00,1.909E-01,1.905E+00,1.511E+00,-5.993E-01,1.451E+01,2.092E+00,4.856E+00,3.120E-01,1.085E+00,1.000E+00,9.573E-02,3.618E+00,1.481E+00,-8.151E-01,2.458E+01,2.428E+00,4.819E+00,5.069E-01,1.129E+00,1.000E+00,4.264E-02,6.108E+00
7.100E+01,0.000E+00,0.000E+00,3.006E-02,0.000E+00,0.000E+00,9.391E-03,8.192E-03,1.960E-02,7.002E-02,2.761E+00,1.451E+00,-5.938E-01,1.710E+01,2.213E+00,4.763E+00,3.071E-01,1.195E+00,1.000E+00,1.907E-01,1.907E+00,1.495E+00,-5.911E-01,1.414E+01,2.176E+00,4.836E+00,3.140E-01,1.108E+00,1.000E+00,9.557E-02,3.623E+00,1.463E+00,-8.158E-01,2.587E+01,2.482E+00,4.773E+00,5.121E-01,1.183E+00,1.000E+00,4.246E-02,6.126E+00
7.200E+01,0.000E+00,0.000E+00,3.074E-02,0.000E+00,0.000E+00,1.021E-02,8.874E-03,2.037E-02,7.249E-02,2.869E+00,1.435E+00,-5.865E-01,1.683E+01,2.292E+00,4.746E+00,3.118E-01,1.216E+00,1.000E+00,1.905E-01,1.908E+00,1.479E+00,-5.828E-01,1.377E+01,2.259E+00,4.817E+00,3.161E-01,1.131E+00,1.000E+00,9.541E-02,3.628E+00,1.446E+00,-8.165E-01,2.716E+01,2.535E+00,4.729E+00,5.174E-01,1.238E+00,1.000E+00,4.227E-02,6.145E+00
7.300E+01,0.000E+00,0.000E+00,3.150E-02,0.000E+00,0.000E+00,1.187E-02,1.025E-02,2.155E-02,7.591E-02,3.038E+00,1.407E+00,-5.592E-01,1.513E+01,2.480E+00,4.709E+00,3.126E-01,1.262E+00,1.000E+00,1.873E-01,1.936E+00,1.453E+00,-5.817E-01,1.431E+01,2.360E+00,4.779E+00,3.256E-01,1.175E+00,1.000E+00,9.524E-02,3.633E+00,1.415E+00,-7.974E-01,2.508E+01,2.735E+00,4.718E+00,5.134E-01,1.251E+00,1.000E+00,4.148E-02,6.232E+00
7.400E+01,0.000E+00,0.000E+00,3.227E-02,0.000E+00,0.000E+00,1.353E-02,1.163E-02,2.272E-02,7.934E-02,3.206E+00,1.385E+00,-5.318E-01,1.343E+01,2.668E+00,4.674E+00,3.135E-01,1.309E+00,1.000E+00,1.841E-01,1.964E+00,1.428E+00,-5.807E-01,1.485E+01,2.461E+00,4.744E+00,3.351E-01,1.219E+00,1.000E+00,9.507E-02,3.639E+00,1.390E+00,-7.783E-01,2.299E+01,2.934E+00,4.708E+00,5.094E-01,1.264E+00,1.000E+00,4.069E-02,6.318E+00
7.500E+01,0.000E+00,0.000E+00,3.289E-02,0.000E+00,0.000E+00,1.550E-02,1.321E-02,2.406E-02,8.294E-02,3.390E+00,1.347E+00,-5.295E-01,1.361E+01,2.918E+00,4.608E+00,3.287E-01,1.400E+00,1.000E+00,1.765E-01,2.039E+00,1.385E+00,-5.582E-01,1.379E+01,2.751E+00,4.686E+00,3.413E-01,1.292E+00,1.000E+00,9.462E-02,3.654E+00,1.370E+00,-7.865E-01,2.489E+01,3.010E+00,4.626E+00,5.208E-01,1.374E+00,1.000E+00,4.083E-02,6.302E+00
7.600E+01,0.000E+00,0.000E+00,3.352E-02,0.000E+00,0.000E+00,1.747E-02,1.479E-02,2.540E-02,8.654E-02,3.574E+00,1.312E+00,-5.273E-01,1.378E+01,3.169E+00,4.545E+00,3.440E-01,1.491E+00,1.000E+00,1.688E-01,2.115E+00,1.350E+00,-5.357E-01,1.272E+01,3.040E+00,4.632E+00,3.475E-01,1.366E+00,1.000E+00,9.416E-02,3.668E+00,1.351E+00,-7.947E-01,2.679E+01,3.086E+00,4.551E+00,5.321E-01,1.483E+00,1.000E+00,4.097E-02,6.287E+00
7.700E+01,0.000E+00,0.000E+00,3.523E-02,0.000E+00,0.000E+00,1.847E-02,1.576E-02,2.680E-02,9.090E-02,3.764E+00,1.276E+00,-5.107E-01,1.327E+01,3.477E+00,4.473E+00,3.493E-01,1.603E+00,1.000E+00,1.684E-01,2.120E+00,1.332E+00,-5.318E-01,1.290E+01,3.141E+00,4.581E+00,3.515E-01,1.438E+00,1.000E+00,9.302E-02,3.706E+00,1.305E+00,-7.774E-01,2.567E+01,3.440E+00,4.503E+00,5.362E-01,1.556E+00,1.000E+00,4.095E-02,6.289E+00
7.800E+01,0.000E+00,0.000E+00,3.695E-02,0.000E+00,0.000E+00,1.946E-02,1.672E-02,2.821E-02,9.526E-02,3.954E+00,1.245E+00,-4.940E-01,1.275E+01,3.786E+00,4.405E+00,3.545E-01,1.716E+00,1.000E+00,1.679E-01,2.125E+00,1.315E+00,-5.278E-01,1.308E+01,3.242E+00,4.533E+00,3.555E-01,1.510E+00,1.000E+00,9.188E-02,3.744E+00,1.264E+00,-7.602E-01,2.454E+01,3.794E+00,4.457E+00,5.402E-01,1.629E+00,1.000E+00,4.093E-02,6.292E+00
7.900E+01,0.000E+00,0.000E+00,3.568E-02,0.000E+00,0.000E+00,2.280E-02,1.920E-02,2.919E-02,9.692E-02,4.099E+00,1.206E+00,-4.873E-01,1.286E+01,4.173E+00,4.319E+00,3.682E-01,1.871E+00,1.000E+00,1.645E-01,2.162E+00,1.276E+00,-5.195E-01,1.270E+01,3.623E+00,4.476E+00,3.708E-01,1.598E+00,1.000E+00,9.133E-02,3.763E+00,1.225E+00,-7.451E-01,2.296E+01,4.253E+00,4.360E+00,5.556E-01,1.795E+00,1.000E+00,3.997E-02,6.402E+00
8.000E+01,0.000E+00,0.000E+00,3.441E-02,0.000E+00,0.000E+00,2.613E-02,2.168E-02,3.018E-02,9.858E-02,4.243E+00,1.171E+00,-4.806E-01,1.298E+01,4.560E+00,4.239E+00,3.819E-01,2.026E+00,1.000E+00,1.611E-01,2.200E+00,1.243E+00,-5.112E-01,1.232E+01,4.005E+00,4.423E+00,3.861E-01,1.686E+00,1.000E+00,9.078E-02,3.781E+00,1.193E+00,-7.301E-01,2.137E+01,4.713E+00,4.272E+00,5.709E-01,1.961E+00,1.000E+00,3.902E-02,6.512E+00
8.100E+01,0.000E+00,0.000E+00,3.274E-02,0.000E+00,0.000E+00,2.820E-02,2.339E-02,3.040E-02,9.780E-02,4.274E+00,1.113E+00,-4.688E-01,1.269E+01,5.456E+00,4.085E+00,3.967E-01,2.365E+00,1.000E+00,1.571E-01,2.248E+00,1.193E+00,-4.976E-01,1.203E+01,4.609E+00,4.268E+00,4.001E-01,1.969E+00,1.000E+00,8.894E-02,3.848E+00,1.136E+00,-7.239E-01,2.157E+01,5.461E+00,4.119E+00,5.841E-01,2.285E+00,1.000E+00,3.756E-02,6.698E+00
8.200E+01,0.000E+00,0.000E+00,3.108E-02,0.000E+00,0.000E+00,3.026E-02,2.510E-02,3.062E-02,9.703E-02,4.304E+00,1.067E+00,-4.570E-01,1.241E+01,6.352E+00,3.952E+00,4.116E-01,2.704E+00,1.000E+00,1.531E-01,2.297E+00,1.152E+00,-4.841E-01,1.174E+01,5.213E+00,4.134E+00,4.142E-01,2.252E+00,1.000E+00,8.710E-02,3.914E+00,1.089E+00,-7.176E-01,2.177E+01,6.210E+00,3.987E+00,5.973E-01,2.609E+00,1.000E+00,3.609E-02,6.885E+00
8.300E+01,0.000E+00,0.000E+00,2.649E-02,0.000E+00,0.000E+00,3.036E-02,2.514E-02,2.837E-02,8.798E-02,3.988E+00,1.022E+00,-4.397E-01,1.156E+01,7.657E+00,3.804E+00,4.182E-01,3.143E+00,1.000E+00,1.446E-01,2.416E+00,1.100E+00,-4.750E-01,1.151E+01,6.187E+00,3.993E+00,4.282E-01,2.595E+00,1.000E+00,8.424E-02,4.026E+00,1.041E+00,-7.042E-01,2.044E+01,7.374E+00,3.923E+00,6.064E-01,2.784E+00,1.000E+00,3.289E-02,7.391E+00
8.400E+01,0.000E+00,0.000E+00,2.190E-02,0.000E+00,0.000E+00,3.046E-02,2.518E-02,2.613E-02,7.892E-02,3.671E+00,9.909E-01,-4.223E-01,1.071E+01,8.961E+00,3.677E+00,4.248E-01,3.581E+00,1.000E+00,1.361E-01,2.535E+00,1.059E+00,-4.659E-01,1.128E+01,7.160E+00,3.870E+00,4.422E-01,2.937E+00,1.000E+00,8.139E-02,4.139E+00,1.005E+00,-6.907E-01,1.911E+01,8.538E+00,3.863E+00,6.154E-01,2.959E+00,1.000E+00,2.969E-02,7.896E+00
8.500E+01,0.000E+00,0.000E+00,1.532E-02,0.000E+00,0.000E+00,2.279E-02,1.874E-02,1.896E-02,5.696E-02,2.670E+00,1.003E+00,-4.131E-01,9.475E+00,9.377E+00,3.728E+00,4.325E-01,3.396E+00,1.000E+00,1.252E-01,2.731E+00,1.054E+00,-4.409E-01,9.624E+00,7.976E+00,3.855E+00,4.413E-01,2.983E+00,1.000E+00,7.609E-02,4.389E+00,1.023E+00,-6.895E-01,1.696E+01,8.666E+00,3.854E+00,6.257E-01,2.987E+00,1.000E+00,2.648E-02,8.609E+00
8.600E+01,0.000E+00,0.000E+00,8.736E-03,0.000E+00,0.000E+00,1.511E-02,1.230E-02,1.180E-02,3.500E-02,1.668E+00,1.022E+00,-4.038E-01,8.237E+00,9.792E+00,3.783E+00,4.401E-01,3.211E+00,1.000E+00,1.143E-01,2.927E+00,1.062E+00,-4.160E-01,7.965E+00,8.792E+00,3.840E+00,4.405E-01,3.029E+00,1.000E+00,7.078E-02,4.640E+00,1.045E+00,-6.883E-01,1.482E+01,8.794E+00,3.844E+00,6.359E-01,3.015E+00,1.000E+00,2.326E-02,9.322E+00
8.700E+01,0.000E+00,0.000E+00,4.375E-03,0.000E+00,0.000E+00,7.676E-03,6.244E-03,5.935E-03,1.761E-02,8.415E-01,1.046E+00,-5.038E-01,8.827E+00,1.007E+01,3.790E+00,5.437E-01,3.187E+00,1.000E+00,9.294E-02,3.595E+00,1.116E+00,-5.152E-01,8.458E+00,8.124E+00,3.901E+00,5.301E-01,2.848E+00,1.000E+00,6.549E-02,4.964E+00,9.266E-01,-7.399E-01,1.556E+01,1.451E+01,3.622E+00,7.106E-01,3.790E+00,1.000E+00,1.810E-02,1.143E+01
8.800E+01,0.000E+00,0.000E+00,1.367E-05,0.000E+00,0.000E+00,2.383E-04,1.846E-04,7.129E-05,2.119E-04,1.522E-02,1.065E+00,-6.038E-01,9.417E+00,1.035E+01,3.798E+00,6.473E-01,3.162E+00,1.000E+00,7.158E-02,4.263E+00,1.169E+00,-6.145E-01,8.951E+00,7.456E+00,3.965E+00,6.197E-01,2.668E+00,1.000E+00,6.019E-02,5.288E+00,8.601E-01,-7.914E-01,1.630E+01,2.023E+01,3.444E+00,7.854E-01,4.565E+00,1.000E+00,1.293E-02,1.354E+01
8.900E+01,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.766E-07,2.930E-06,0.000E+00,1.953E-06,-5.899E-05,3.142E+00,0.000E+00,0.000E+00,0.000E+00,9.870E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.142E+00,0.000E+00,0.000E+00,0.000E+00,9.870E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.142E+00,0.000E+00,0.000E+00,0.000E+00,9.870E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00
